init_node	term_node	capacity	length	free_flow_time	b	power	speed	toll	link_type	volume	cost	travel_time	generalized cost
7346	4739	324	0.55	1.32	0.15	4	25	0	1	258.97	1.538313325	1.400813325	1.950813325
7346	7345	549	0.56	1.344	0.15	4	22	0	1	7.2	1.484000006	1.344000006	1.904000006
7346	7347	315	0.25	0.6	0.15	4	22	0	1	263.68	0.706688479	0.644188479	0.894188479
7346	11715	860	0.52	0.78	0.15	4	36	0	1	499.3	0.923293469	0.793293469	1.313293469
7347	4734	711	0.26	0.624	0.15	4	22	0	1	65.68	0.689006816	0.624006816	0.884006816
7347	7343	2440	0.5	1	0.15	4	28	0	1	336.7727484	1.125054435	1.000054435	1.500054435
7347	7346	549	0.25	0.6	0.15	4	22	0	1	248.76	0.666293808	0.603793808	0.853793808
7347	11714	1440	0.5	1	0.15	4	28	0	1	950.2147151	1.153439915	1.028439915	1.528439915
7348	4734	810	0.26	0.624	0.15	4	25	0	1	0	0.689	0.624	0.884
7348	11721	711	0.36	0.864	0.15	4	25	0	1	126.93	0.954131639	0.864131639	1.224131639
7348	11722	360	0.88	1.76	0.15	4	27	0	1	33.66	1.980020177	1.760020177	2.640020177
7349	7344	600	0.33	0.792	0.15	4	25	0	1	6.92	0.874500002	0.792000002	1.122000002
7349	7345	810	0.65	1.114	0.15	4	33	0	1	0	1.2765	1.114	1.764
7349	11708	340	0.32	0.768	0.15	4	25	0	1	12.57	0.848000215	0.768000215	1.088000215
7350	4739	1880	0.55	1.1	0.15	4	28	0	1	816.7078249	1.243376509	1.105876509	1.655876509
7350	7345	810	0.53	0.909	0.15	4	33	0	1	60.5	1.041504244	0.909004244	1.439004244
7350	11708	2400	0.43	0.737	0.15	4	32	0	1	620.8	0.844994904	0.737494904	1.167494904
7351	4348	972	0.31	0.531	0.15	4	33	0	1	509.8711399	0.614530627	0.537030627	0.847030627
7351	7337	2095.199951	0.15	0.3	0.15	4	28	0	1	1669.61012	0.355645581	0.318145581	0.468145581
7351	7338	648	0.1	0.2	0.15	4	28	0	1	806.2299871	0.296888103	0.271888103	0.371888103
7351	8414	2357.100098	0.04	0.08	0.15	4	28	0	1	1128.98297	0.090631566	0.080631566	0.120631566
7352	4824	2440	0.48	0.72	0.15	4	36	0	1	1545.937679	0.857403331	0.737403331	1.217403331
7352	7353	729	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
7352	11703	2440	0.46	0.69	0.15	4	36	0	1	1951.927825	0.84738733	0.73238733	1.19238733
7353	7352	324	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
7353	7354	810	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7353	10034	657	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7354	4822	810	0.19	0.456	0.15	4	22	0	1	6.276300455	0.5035	0.456	0.646
7354	4823	810	0.25	0.6	0.15	4	22	0	1	0	0.6625	0.6	0.85
7354	7353	810	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7355	4748	2400	0.5	1	0.15	4	28	0	1	1560.550023	1.15181372	1.02681372	1.52681372
7355	4824	2400	0.62	1.063	0.15	4	32	0	1	1951.927825	1.287764515	1.132764515	1.752764515
7355	7356	711	0.39	0.78	0.15	4	29	0	1	0	0.8775	0.78	1.17
7356	4823	711	0.56	1.344	0.15	4	25	0	1	0	1.484	1.344	1.904
7356	7355	315	0.39	0.78	0.15	4	29	0	1	137.1492757	0.881704533	0.784204533	1.174204533
7356	7357	711	0.5	1	0.15	4	29	0	1	0	1.125	1	1.5
7356	7432	711	0.41	0.984	0.15	4	25	0	1	0	1.0865	0.984	1.394
7357	4741	315	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
7357	4822	711	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
7357	7356	711	0.5	1	0.15	4	29	0	1	20.88864456	1.125000112	1.000000112	1.500000112
7357	7359	711	0.51	1.02	0.15	4	29	0	1	0	1.1475	1.02	1.53
7358	4822	810	0.49	1.176	0.15	4	22	0	1	0	1.2985	1.176	1.666
7358	7359	770	0.53	1.272	0.15	4	25	0	1	0	1.4045	1.272	1.802
7358	11706	360	0.51	1.224	0.15	4	22	0	1	6.276300455	1.351500017	1.224000017	1.734000017
7359	4741	360	0.71	1.42	0.15	4	29	0	1	466.4112689	2.197630556	2.020130556	2.730130556
7359	7357	711	0.51	1.02	0.15	4	29	0	1	20.88864456	1.147500114	1.020000114	1.530000114
7359	7358	770	0.53	1.272	0.15	4	25	0	1	0	1.4045	1.272	1.802
7359	7361	810	0.44	0.88	0.15	4	29	0	1	1.92	0.99	0.88	1.32
7359	11706	360	0.75	1.5	0.15	4	29	0	1	494.97	2.491559197	2.304059197	3.054059197
7360	4741	2400	0.47	0.94	0.15	4	28	0	1	146.7714318	1.057501972	0.940001972	1.410001972
7360	4811	2440	0.31	0.62	0.15	4	28	0	1	96.44	0.697500227	0.620000227	0.930000227
7360	7368	770	0.46	1.104	0.15	4	22	0	1	0	1.219	1.104	1.564
7361	4811	340	0.56	1.344	0.15	4	22	0	1	0	1.484	1.344	1.904
7361	7359	810	0.44	0.88	0.15	4	29	0	1	0	0.99	0.88	1.32
7361	7395	360	0.37	0.74	0.15	4	29	0	1	1.92	0.8325	0.74	1.11
7362	4741	360	0.2	0.4	0.15	4	29	0	1	444.3	0.589202329	0.539202329	0.739202329
7362	7363	630	0.35	0.84	0.15	4	25	0	1	418.5427006	0.952045249	0.864545249	1.214545249
7362	7364	810	0.3	0.6	0.15	4	29	0	1	66.65	0.675004126	0.600004126	0.900004126
7363	4743	900	0.18	0.309	0.15	4	33	0	1	793.3189034	0.381981495	0.336981495	0.516981495
7363	7362	810	0.35	0.84	0.15	4	25	0	1	291.58	0.929615736	0.842115736	1.192115736
7363	11707	900	0.15	0.257	0.15	4	33	0	1	462.73	0.297193798	0.259693798	0.409693798
7364	4742	810	0.29	0.58	0.15	4	29	0	1	89.23856825	0.652512817	0.580012817	0.870012817
7364	7362	810	0.3	0.6	0.15	4	29	0	1	152.72	0.675113733	0.600113733	0.900113733
7364	7365	810	0.21	0.504	0.15	4	25	0	1	63.79	0.556502908	0.504002908	0.714002908
7365	4741	315	0.42	1.008	0.15	4	25	0	1	0	1.113	1.008	1.428
7365	7364	810	0.21	0.504	0.15	4	25	0	1	22.58856825	0.556500046	0.504000046	0.714000046
7365	7366	711	0.13	0.312	0.15	4	25	0	1	70.11	0.344504425	0.312004425	0.442004425
7365	7368	810	0.44	1.056	0.15	4	25	0	1	0	1.166	1.056	1.496
7366	7365	711	0.13	0.312	0.15	4	25	0	1	22.58856825	0.344500048	0.312000048	0.442000048
7366	7367	711	0.15	0.36	0.15	4	25	0	1	6.32	0.3975	0.36	0.51
7366	7369	657	0.47	0.806	0.15	4	33	0	1	63.79	0.923510744	0.806010744	1.276010744
7367	4728	315	0.3	0.72	0.15	4	25	0	1	6.32	0.795000018	0.720000018	1.020000018
7367	4736	288	0.5	0.857	0.15	4	33	0	1	162.2	0.994933186	0.869933186	1.369933186
7367	7366	711	0.15	0.36	0.15	4	25	0	1	0	0.3975	0.36	0.51
7367	7370	657	0.45	0.771	0.15	4	33	0	1	141.835306	0.883751201	0.771251201	1.221251201
7368	7360	340	0.46	1.104	0.15	4	22	0	1	0	1.219	1.104	1.564
7368	7365	810	0.44	1.056	0.15	4	25	0	1	0	1.166	1.056	1.496
7368	7369	770	0.13	0.312	0.15	4	22	0	1	0	0.3445	0.312	0.442
7368	7390	657	0.28	0.48	0.15	4	33	0	1	0	0.55	0.48	0.76
7369	7366	657	0.47	0.806	0.15	4	33	0	1	22.58856825	0.923500169	0.806000169	1.276000169
7369	7368	770	0.13	0.312	0.15	4	22	0	1	0	0.3445	0.312	0.442
7369	7370	770	0.15	0.36	0.15	4	22	0	1	61.48	0.397502195	0.360002195	0.510002195
7369	7391	657	0.3	0.514	0.15	4	33	0	1	205.625306	0.589739774	0.514739774	0.814739774
7370	7367	657	0.45	0.771	0.15	4	33	0	1	61.48	0.883508868	0.771008868	1.221008868
7370	7369	770	0.15	0.36	0.15	4	22	0	1	141.835306	0.397562168	0.360062168	0.510062168
7370	7389	340	0.35	0.84	0.15	4	22	0	1	0	0.9275	0.84	1.19
7371	7386	288	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7371	11711	1440	0.24	0.411	0.15	4	32	0	1	1276.855259	0.509110951	0.449110951	0.689110951
7371	11712	1440	0.25	0.429	0.15	4	32	0	1	744.7587078	0.496104272	0.433604272	0.683604272
7372	7373	2440	0.15	0.36	0.15	4	25	0	1	22.81	0.3975	0.36	0.51
7372	7425	770	0.31	0.744	0.15	4	22	0	1	0	0.8215	0.744	1.054
7372	11712	1400	0.1	0.24	0.15	4	25	0	1	31.75	0.26500001	0.24000001	0.34000001
7373	4784	810	0.84	1.68	0.15	4	28	0	1	22.81	1.890000158	1.680000158	2.520000158
7373	7372	2440	0.15	0.36	0.15	4	25	0	1	31.75	0.397500002	0.360000002	0.510000002
7373	7374	810	0.3	0.72	0.15	4	25	0	1	0	0.795	0.72	1.02
7374	7373	360	0.3	0.72	0.15	4	25	0	1	0	0.795	0.72	1.02
7374	7376	810	0.2	0.48	0.15	4	25	0	1	138.0587078	0.530060764	0.480060764	0.680060764
7374	7425	770	0.12	0.288	0.15	4	22	0	1	180.6615223	0.318130913	0.288130913	0.408130913
7375	4728	1400	0.13	0.26	0.15	4	28	0	1	271.3152592	0.292555011	0.260055011	0.390055011
7375	7377	711	0.13	0.312	0.15	4	25	0	1	145.5712922	0.344582238	0.312082238	0.442082238
7375	7379	360	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7375	7426	770	0.23	0.552	0.15	4	22	0	1	0	0.6095	0.552	0.782
7376	7374	810	0.2	0.48	0.15	4	25	0	1	180.6615223	0.530178178	0.480178178	0.680178178
7376	7377	810	0.25	0.6	0.15	4	25	0	1	0	0.6625	0.6	0.85
7376	7426	770	0.17	0.408	0.15	4	25	0	1	100.7584777	0.450517944	0.408017944	0.578017944
7376	11718	600	0.48	1.152	0.15	4	25	0	1	138.0587078	1.272484389	1.152484389	1.632484389
7377	4720	549	0.37	0.888	0.15	4	25	0	1	114.8812922	0.980755395	0.888255395	1.258255395
7377	7375	315	0.13	0.312	0.15	4	25	0	1	271.3152592	0.370257311	0.337757311	0.467757311
7377	7376	810	0.25	0.6	0.15	4	25	0	1	0	0.6625	0.6	0.85
7377	7378	288	0.5	1.2	0.15	4	25	0	1	30.69	1.325023211	1.200023211	1.700023211
7378	7377	657	0.5	1.2	0.15	4	25	0	1	143.8652592	1.325413842	1.200413842	1.700413842
7378	7379	2520	0.15	0.36	0.15	4	25	0	1	897.1647408	0.398367522	0.360867522	0.510867522
7378	11719	2520	0.15	0.36	0.15	4	25	0	1	619.1524657	0.39769678	0.36019678	0.51019678
7379	4730	1566	0.25	0.5	0.15	4	28	0	1	897.1647408	0.570579473	0.508079473	0.758079473
7379	7375	360	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7379	7378	2520	0.15	0.36	0.15	4	25	0	1	588.4624657	0.397660571	0.360160571	0.510160571
7380	4725	711	0.18	0.432	0.15	4	25	0	1	32.91	0.477000297	0.432000297	0.612000297
7380	6685	360	0.38	0.912	0.15	4	22	0	1	311.4593513	1.083644606	0.988644606	1.368644606
7380	7381	360	0.28	0.672	0.15	4	22	0	1	168.6886761	0.74685953	0.67685953	0.95685953
7381	4724	657	0.07	0.168	0.15	4	25	0	1	190.0048789	0.185676278	0.168176278	0.238176278
7381	7380	810	0.28	0.672	0.15	4	22	0	1	156.42	0.742140181	0.672140181	0.952140181
7382	4706	360	0.55	1.32	0.15	4	22	0	1	18.95	1.45750152	1.32000152	1.87000152
7382	4784	711	0.13	0.312	0.15	4	25	0	1	90.35	0.344512203	0.312012203	0.442012203
7382	7383	360	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7382	11724	810	0.2	0.48	0.15	4	25	0	1	80.24	0.530006934	0.480006934	0.680006934
7383	7382	810	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7383	7384	1980	0.27	0.405	0.15	4	39	0	1	573.88	0.472928716	0.405428716	0.675428716
7383	11723	2520	0.18	0.27	0.15	4	39	0	1	465.26	0.315047058	0.270047058	0.450047058
7384	7383	2520	0.27	0.405	0.15	4	39	0	1	465.26	0.472570587	0.405070587	0.675070587
7384	7385	1620	0.22	0.33	0.15	4	39	0	1	317.11	0.385072675	0.330072675	0.550072675
7384	11724	770	0.5	0.857	0.15	4	35	0	1	121.29	0.982079142	0.857079142	1.357079142
7384	11755	770	2.58	3.44	0.15	4	45	0	1	158.14	4.085918023	3.440918023	6.020918023
7385	4706	2520	0.92	1.104	0.15	4	47	0	1	354.81	1.334065079	1.104065079	2.024065079
7385	4782	1050	2.19	2.628	0.15	4	49	0	1	103.29	3.175536914	2.628036914	4.818036914
7385	7384	1980	0.22	0.33	0.15	4	39	0	1	286.59	0.385021726	0.330021726	0.550021726
7386	4787	1300	0.25	0.6	0.15	4	24	0	1	0	0.6625	0.6	0.85
7386	7371	288	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7387	4787	1360	0.46	0.789	0.15	4	32	0	1	1215.769586	0.979581887	0.864581887	1.324581887
7387	7388	315	0.5	1.2	0.15	4	25	0	1	150.49	1.334376934	1.209376934	1.709376934
7387	11717	2400	0.41	0.703	0.15	4	32	0	1	1428.27557	0.818726644	0.716226644	1.126226644
7388	7387	315	0.5	1.2	0.15	4	25	0	1	173.25	1.341471125	1.216471125	1.716471125
7388	7396	288	0.52	1.248	0.15	4	25	0	1	0	1.378	1.248	1.768
7388	7397	2520	0.46	0.789	0.15	4	32	0	1	259.22	0.904013251	0.789013251	1.249013251
7388	11711	1440	0.32	0.549	0.15	4	32	0	1	487.17	0.630078787	0.550078787	0.870078787
7389	6477	2520	0.19	0.326	0.15	4	32	0	1	494.47	0.373572488	0.326072488	0.516072488
7389	7370	770	0.35	0.84	0.15	4	22	0	1	0	0.9275	0.84	1.19
7389	7425	770	0.1	0.24	0.15	4	22	0	1	138.0587078	0.265037204	0.240037204	0.340037204
7389	11712	1440	0.31	0.531	0.15	4	32	0	1	916.5052592	0.621570002	0.544070002	0.854070002
7390	4811	360	0.43	1.032	0.15	4	25	0	1	0	1.1395	1.032	1.462
7390	7368	657	0.28	0.48	0.15	4	33	0	1	0	0.55	0.48	0.76
7390	7391	810	0.15	0.36	0.15	4	25	0	1	0	0.3975	0.36	0.51
7390	7393	288	0.5	0.857	0.15	4	33	0	1	0	0.982	0.857	1.357
7391	7369	657	0.3	0.514	0.15	4	33	0	1	84.06856825	0.589020669	0.514020669	0.814020669
7391	7390	810	0.15	0.36	0.15	4	25	0	1	0	0.3975	0.36	0.51
7391	7392	288	0.49	0.84	0.15	4	33	0	1	205.625306	0.995242123	0.872742123	1.362742123
7391	11712	360	0.51	1.224	0.15	4	25	0	1	0	1.3515	1.224	1.734
7392	7391	657	0.49	0.84	0.15	4	33	0	1	84.06856825	0.962533779	0.840033779	1.330033779
7392	7393	2520	0.12	0.18	0.15	4	36	0	1	1644.103976	0.214891913	0.184891913	0.304891913
7392	7396	2400	0.4	0.6	0.15	4	36	0	1	391.4001469	0.700063662	0.600063662	1.000063662
7392	11711	1440	0.5	0.75	0.15	4	36	0	1	1883.128104	1.204019784	1.079019784	1.579019784
7393	7390	657	0.5	0.857	0.15	4	33	0	1	0	0.982	0.857	1.357
7393	7392	1440	0.12	0.18	0.15	4	36	0	1	1760.981804	0.270385584	0.240385584	0.360385584
7393	7394	2160	0.14	0.21	0.15	4	36	0	1	1644.103976	0.255573351	0.220573351	0.360573351
7394	7393	2520	0.14	0.21	0.15	4	36	0	1	1760.981804	0.252511521	0.217511521	0.357511521
7394	7399	783	0.68	1.166	0.15	4	33	0	1	0	1.336	1.166	1.846
7394	11705	1440	0.33	0.495	0.15	4	36	0	1	1644.103976	0.70367218	0.62117218	0.95117218
7395	4820	1440	0.5	0.75	0.15	4	36	0	1	1624.643976	1.057278469	0.932278469	1.432278469
7395	7361	810	0.37	0.74	0.15	4	29	0	1	0	0.8325	0.74	1.11
7395	7401	810	0.5	1	0.15	4	29	0	1	0	1.125	1	1.5
7395	11705	1440	0.5	0.75	0.15	4	36	0	1	1644.161804	1.066196868	0.941196868	1.441196868
7396	7388	288	0.52	1.248	0.15	4	25	0	1	0	1.378	1.248	1.768
7396	7392	1360	0.4	0.6	0.15	4	36	0	1	275.0248683	0.700150513	0.600150513	1.000150513
7396	7398	2400	0.32	0.48	0.15	4	36	0	1	391.4001469	0.56005093	0.48005093	0.80005093
7397	4794	2520	0.16	0.274	0.15	4	32	0	1	259.22	0.314004602	0.274004602	0.434004602
7397	7388	2520	0.46	0.789	0.15	4	32	0	1	336.68	0.904037708	0.789037708	1.249037708
7397	7398	315	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
7398	7396	2400	0.32	0.48	0.15	4	36	0	1	275.0248683	0.560012416	0.480012416	0.800012416
7398	7397	360	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
7398	7399	630	0.22	0.528	0.15	4	25	0	1	0	0.583	0.528	0.748
7398	7406	783	0.42	0.72	0.15	4	33	0	1	391.4001469	0.831743116	0.726743116	1.146743116
7399	7394	396	0.68	1.166	0.15	4	33	0	1	0	1.336	1.166	1.846
7399	7398	340	0.22	0.528	0.15	4	25	0	1	0	0.583	0.528	0.748
7399	7411	810	0.29	0.696	0.15	4	25	0	1	0	0.7685	0.696	0.986
7400	7401	657	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7400	7411	810	0.14	0.28	0.15	4	29	0	1	40.37	0.315000259	0.280000259	0.420000259
7400	11705	1400	0.5	0.857	0.15	4	32	0	1	75.15143175	0.982001067	0.857001067	1.357001067
7401	7395	360	0.5	1	0.15	4	29	0	1	0	1.125	1	1.5
7401	7400	288	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7401	7413	360	0.54	1.08	0.15	4	29	0	1	0	1.215	1.08	1.62
7402	7404	1540	0.5	1	0.15	4	28	0	1	858.3736555	1.139478177	1.014478177	1.514478177
7402	11717	2400	0.34	0.51	0.15	4	36	0	1	1264.549586	0.600896033	0.515896033	0.855896033
7402	11833	450	1.26	1.89	0.15	4	38	0	1	353.8119146	2.313340996	1.998340996	3.258340996
7403	4794	2520	0.24	0.411	0.15	4	32	0	1	336.68	0.471019643	0.411019643	0.651019643
7403	7404	1620	0.11	0.189	0.15	4	32	0	1	259.22	0.216518585	0.189018585	0.299018585
7403	7406	549	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
7404	7402	2060	0.5	1	0.15	4	28	0	1	956.5995864	1.131974983	1.006974983	1.506974983
7404	7403	2520	0.11	0.189	0.15	4	32	0	1	336.68	0.216509033	0.189009033	0.299009033
7404	7405	2520	0.11	0.165	0.15	4	36	0	1	1117.593655	0.193457434	0.165957434	0.275957434
7405	7404	1620	0.11	0.165	0.15	4	36	0	1	1293.279586	0.202552749	0.175052749	0.285052749
7405	7407	340	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7405	11753	1620	0.57	0.855	0.15	4	39	0	1	1117.593655	1.026549123	0.884049123	1.454049123
7406	7398	396	0.42	0.72	0.15	4	33	0	1	275.0248683	0.850126435	0.745126435	1.165126435
7406	7403	315	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
7406	7407	396	0.19	0.326	0.15	4	33	0	1	391.4001469	0.420167233	0.372667233	0.562667233
7407	7405	340	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7407	7406	783	0.19	0.326	0.15	4	33	0	1	275.0248683	0.374244303	0.326744303	0.516744303
7407	7408	1580	0.5	0.75	0.15	4	36	0	1	391.4001469	0.875423651	0.750423651	1.250423651
7407	7409	711	0.56	1.344	0.15	4	22	0	1	0	1.484	1.344	1.904
7408	4809	1440	0.5	0.75	0.15	4	36	0	1	1166.369289	0.923422461	0.798422461	1.298422461
7408	7407	2440	0.5	0.75	0.15	4	36	0	1	275.0248683	0.875018159	0.750018159	1.250018159
7408	11753	1620	0.5	0.75	0.15	4	36	0	1	872.7495864	0.884476568	0.759476568	1.259476568
7409	4809	360	0.6	1.2	0.15	4	29	0	1	40.37	1.350028464	1.200028464	1.800028464
7409	7407	315	0.56	1.344	0.15	4	22	0	1	0	1.484	1.344	1.904
7409	7410	810	0.13	0.26	0.15	4	29	0	1	75.15143175	0.29250289	0.26000289	0.39000289
7410	7409	810	0.13	0.26	0.15	4	29	0	1	40.37	0.292500241	0.260000241	0.390000241
7410	7411	810	0.46	0.92	0.15	4	29	0	1	75.15143175	1.035010226	0.920010226	1.380010226
7410	7413	315	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
7411	7399	600	0.29	0.696	0.15	4	25	0	1	0	0.7685	0.696	0.986
7411	7400	360	0.14	0.28	0.15	4	29	0	1	75.15143175	0.315079761	0.280079761	0.420079761
7411	7410	810	0.46	0.92	0.15	4	29	0	1	40.37	1.035000851	0.920000851	1.380000851
7412	4809	1440	0.5	0.75	0.15	4	36	0	1	403.7369041	0.875695179	0.750695179	1.250695179
7412	4818	2160	0.5	0.857	0.15	4	32	0	1	727.5374093	0.983654544	0.858654544	1.358654544
7412	7413	2440	0.73	1.46	0.15	4	28	0	1	0	1.6425	1.46	2.19
7413	4819	549	0.68	1.632	0.15	4	25	0	1	0	1.802	1.632	2.312
7413	7401	810	0.54	1.08	0.15	4	29	0	1	0	1.215	1.08	1.62
7413	7410	711	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
7413	7412	1580	0.73	1.46	0.15	4	28	0	1	0	1.6425	1.46	2.19
7414	4870	2100	0.66	0.99	0.15	4	40	0	1	1838.161379	1.242173367	1.077173367	1.737173367
7414	7536	657	0.75	1.8	0.15	4	23	0	1	0	1.9875	1.8	2.55
7414	11697	1620	0.36	0.54	0.15	4	40	0	1	2202.019411	0.906509166	0.816509166	1.176509166
7415	4601	340	1.25	3	0.15	4	24	0	1	0.2	3.3125	3	4.25
7415	7417	711	0.69	1.656	0.15	4	22	0	1	0	1.8285	1.656	2.346
7415	7536	657	0.37	0.888	0.15	4	22	0	1	0	0.9805	0.888	1.258
7415	11697	1540	1	1.5	0.15	4	38	0	1	0.02	1.75	1.5	2.5
7416	7417	810	0.73	1.752	0.15	4	23	0	1	0	1.9345	1.752	2.482
7416	7418	2520	0.22	0.33	0.15	4	40	0	1	2619.339411	0.442779017	0.387779017	0.607779017
7416	11697	1620	0.4	0.6	0.15	4	40	0	1	1979.211379	0.900516986	0.800516986	1.200516986
7417	7415	315	0.69	1.656	0.15	4	22	0	1	0	1.8285	1.656	2.346
7417	7416	360	0.73	1.752	0.15	4	23	0	1	0	1.9345	1.752	2.482
7417	7418	360	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7418	7416	2520	0.22	0.33	0.15	4	40	0	1	1979.211379	0.403835266	0.348835266	0.568835266
7418	7417	810	0.5	1.2	0.15	4	22	0	1	0	1.325	1.2	1.7
7418	11826	2520	0.48	0.72	0.15	4	40	0	1	2619.339411	0.966063309	0.846063309	1.326063309
7419	2696	450	0.36	0.54	0.15	4	39	0	1	948.5634	2.229191298	2.139191298	2.499191298
7419	7420	810	1.88	3.76	0.15	4	29	0	1	0	4.23	3.76	5.64
7419	10083	450	0.33	0.495	0.15	4	40	0	1	750.263981	1.151223701	1.068723701	1.398723701
7420	7419	630	1.88	3.76	0.15	4	29	0	1	0	4.23	3.76	5.64
7420	7421	360	1.01	2.02	0.15	4	27	0	1	0	2.2725	2.02	3.03
7420	11823	630	0.5	1.2	0.15	4	25	0	1	73.76	1.325033822	1.200033822	1.700033822
7420	11824	360	0.67	1.608	0.15	4	25	0	1	426.0699492	2.248750322	2.081250322	2.751250322
7421	4580	2970	0.49	0.735	0.15	4	36	0	1	2223.389362	0.892127002	0.769627002	1.259627002
7421	7420	810	1.01	2.02	0.15	4	27	0	1	0	2.2725	2.02	3.03
7421	7422	810	1.38	2.76	0.15	4	29	0	1	0	3.105	2.76	4.14
7421	11693	1440	0.86	1.147	0.15	4	42	0	1	2182.787483	2.270344368	2.055344368	2.915344368
7422	2857	450	1.4	2.4	0.15	4	34	0	1	0	2.75	2.4	3.8
7422	7421	360	1.38	2.76	0.15	4	29	0	1	0	3.105	2.76	4.14
7423	3845	1440	0.25	0.429	0.15	4	32	0	1	1734.530713	0.626964831	0.564464831	0.814464831
7423	3913	1300	0.64	1.097	0.15	4	32	0	1	322.7993085	1.25762554	1.09762554	1.73762554
7423	4589	1440	0.6	0.9	0.15	4	39	0	1	1869.102941	1.433192221	1.283192221	1.883192221
7423	11205	1440	0.78	1.04	0.15	4	45	0	1	1675.609382	1.520999823	1.325999823	2.105999823
7424	4348	2060	0.19	0.285	0.15	4	36	0	1	778.7193888	0.333372954	0.285872954	0.475872954
7424	7296	405	0.31	0.744	0.15	4	25	0	1	100.7555092	0.821927483	0.744427483	1.054427483
7424	7436	405	0.25	0.6	0.15	4	25	0	1	299.4007585	0.689380293	0.626880293	0.876880293
7424	7513	1824	0.5	0.857	0.15	4	32	0	1	764.0803814	0.985958484	0.860958484	1.360958484
7425	7372	340	0.31	0.744	0.15	4	22	0	1	0	0.8215	0.744	1.054
7425	7374	770	0.12	0.288	0.15	4	22	0	1	138.0587078	0.318044645	0.288044645	0.408044645
7425	7389	340	0.1	0.24	0.15	4	22	0	1	180.6615223	0.267869786	0.242869786	0.342869786
7425	7426	770	0.21	0.504	0.15	4	22	0	1	0	0.5565	0.504	0.714
7426	6477	340	0.11	0.264	0.15	4	25	0	1	100.7584777	0.291805426	0.264305426	0.374305426
7426	7375	340	0.23	0.552	0.15	4	22	0	1	0	0.6095	0.552	0.782
7426	7376	770	0.17	0.408	0.15	4	25	0	1	0	0.4505	0.408	0.578
7426	7425	770	0.21	0.504	0.15	4	22	0	1	0	0.5565	0.504	0.714
7427	2969	810	1.1	2.64	0.15	4	23	0	1	48.82505815	2.915005228	2.640005228	3.740005228
7427	4605	450	0.55	0.825	0.15	4	38	0	1	200.61	0.96738771	0.82988771	1.37988771
7427	7428	600	0.94	1.88	0.15	4	30	0	1	0	2.115	1.88	2.82
7428	2857	450	1.26	2.16	0.15	4	34	0	1	341.0168081	2.581855799	2.266855799	3.526855799
7428	2969	770	0.92	1.84	0.15	4	28	0	1	163.39	2.070559562	1.840559562	2.760559562
7428	7427	600	0.94	1.88	0.15	4	30	0	1	0	2.115	1.88	2.82
7428	9838	600	0.16	0.32	0.15	4	28	0	1	171.78	0.360322498	0.320322498	0.480322498
7429	7435	2357.100098	0.07	0.14	0.15	4	28	0	1	2097.038616	0.170656274	0.153156274	0.223156274
7429	7519	2430	0.19	0.38	0.15	4	28	0	1	1906.08578	0.449078414	0.401578414	0.591578414
7429	10105	1800	0.27	0.54	0.15	4	28	0	1	0	0.6075	0.54	0.81
7429	10369	1463	0.25	0.5	0.15	4	28	0	1	138.51	0.562506026	0.500006026	0.750006026
7430	8290	1580	0.67	1.608	0.15	4	24	0	1	0	1.7755	1.608	2.278
7430	9149	430	1.1	2.2	0.15	4	27	0	1	49.58	2.475058327	2.200058327	3.300058327
7430	11007	770	1.25	2.5	0.15	4	27	0	1	37.47	2.812502103	2.500002103	3.750002103
7431	5432	810	2.94	5.88	0.15	4	29	0	1	0	6.615	5.88	8.82
7431	11758	630	0.5	1.2	0.15	4	25	0	1	0	1.325	1.2	1.7
7432	4741	315	0.42	1.008	0.15	4	25	0	1	149.03	1.120575379	1.015575379	1.435575379
